Order,Member,SKU,Created On,Description,Member's Gender,Member's Membership Level,Member's Purchase History,Order Value,Payment Method,Order Status,Masked Credit Card Number,Masked  Member's Email,Masked  Member's Phone Number,Masked  Member's Full Name,Masked  Member's Address,Masked Delivery Address,Age Group
7744254,M35538,"15670251, 7572307, 15670260, 7586526, 15668468, 15668478, 7586513, 15670192, 15670248, 7569805, 15669857, 15670157",14-12-2012,"Organic F&V, Snacks, Organic F&V, Snacky Nuts, Beans, Banana, Snacky Nuts, Organic F&V, Organic F&V, Snacks, Raw Peanuts, Organic F&V",Male,Gold,6,193,Credit Card,Shipped,4.16078E+15,********e89@example.org,***-***-***-****x904,Brittany ********,"2513 Mark Bypass Apt. 461, **********, ********","85684 Anderson Viaduct Suite 939, **********, ********",20-39
7744291,M50767,"15668462, 7541573, 15668474, 15669863, 15668520, 15668467, 15669864, 15668460",15-12-2012,"Gourd & Cucumber, Glucose, Marie & Milk Biscuits, Beans, Moong Dal, Bread, Beans, Other Pulses, Gourd & Cucumber",Female,Bronze,3,34,Credit Card,Pending,7.11772E+15,***n05@example.com,+*-***-***-****x7244,Darius ********,"347 Benjamin Canyon Suite 092, *************, ********","015 Smith Courts, ***********, ********",60-79
7744350,M55932,"15669811, 15670251, 15670255, 92956737, 15670192, 15668378, 15670260, 7590868",14-12-2012,"Almonds, Organic F&V, Organic F&V, Buttermilk, Organic F&V, Other Vegetables, Organic F&V, Curd",Female,Bronze,10,302,Cash,Shipped,6.65572E+15,**********don@example.org,******9219,Sarah *******,"73128 Castillo Cliffs, ***********, ********","379 Rowe Summit Suite 853, ***********, ********",100+
7744404,M45470,"15668468, 92286351, 7572242, 7586310, 7586311, 15669878",15-12-2012,"Beans, Glucose, Marie & Milk Biscuits, Instant Noodles, Chips, Chips, Kidney Beans",Female,Silver,10,652,Cash,Shipped,7.06267E+15,******ton@example.com,***.***.4510,Ashley *******,"Unit 2080 Box 6860, ************","271 Hood Centers, *************, ********",100+
7744443,M33491,7575323,15-12-2012,Sanitary Pads,Female,Bronze,9,895,PayPal,Pending,2.86707E+15,****ton@example.org,+*-***-***-****x*1021,Amy ********,"9018 Michael Park, *************, ********","66854 Thomas Passage, ***********, ********",60-79
7744453,M57093,"15668468, 92283342",15-12-2012,"Beans, Shaving Blade & Razors",Male,Silver,5,856,Credit Card,Shipped,9.37573E+15,*********ssa@example.com,***.***.****x*1839,Jonathan ********,"31068 Lee Estate, ***********, ********","21472 Barnes Streets Suite 461, ************, ********",100+
7744523,M31966,"15669832, 15669783, 15668451, 15668457, 15669789, 15669786",16-12-2012,"Sugar, Millet flour, Brinjals, Brinjals, Boiled Rice,Flat Rice",Male,Bronze,3,575,Cash,Shipped,6.35529E+15,******son@example.net,+*-***-***-****x027,Emma *******,"644 Melendez Alley, *******************, ********","6228 Erickson Garden, *********, ********",60-79
7744638,M04158,"7632452, 15669810, 15669880, 7617882, 15669864, 15669764, 7753732",16-12-2012,"Liquid Detergent, Almonds, Millet flour, Ready Mix, Other Pulses, Besan, Health Drinks",Male,Bronze,2,531,Cash,Delivered,6.40122E+15,******k63@example.net,(***)***-****x*4149,Jon *****,"128 Martin Port Suite 219, ****************, ********","4359 Rodriguez Ports, **********, ********",80-99
7744683,M46325,"15668378, 15668688, 15670163, 15669859, 15670260, 15669977, 15668459",16-12-2012,"Other Vegetables, Root Vegetables, Organic F&V, Kidney Beans, Organic F&V, Almonds, Gourd & Cucumber",Male,Bronze,4,410,Credit Card,Delivered,4.42005E+15,*****son@example.org,***.***.2123,Kristine ******,"8806 Ingram Brooks Apt. 828, ***************, ********","18691 Tiffany Well Suite 122, *********, ********",20-39
7744723,M52629,"15670163, 15668451, 15670192, 15668378, 15670252, 15668416, 15668474, 15668459, 15668688, 15670259",16-12-2012,"Organic F&V, Brinjals, Organic F&V, Other Vegetables, Organic F&V, Banana, Beans, Gourd & Cucumber, Root Vegetables, Organic F&V",Male,Bronze,7,280,PayPal,Delivered,4.02791E+15,****mes@example.net,***-***-0162,Jennifer *****,"8781 Christopher Green, *********, ********","833 Nolan River, **********, ********",100+
7744827,M38622,"15670248, 15668466, 7629390, 7587670, 15669838, 15670260",17-12-2012,"Organic F&V, Root Vegetables, Glucose, Marie & Milk Biscuits, Organic Masalas & Spices, Raw Rice, Organic F&V",Female,Bronze,4,839,Cash,Shipped,3.83153E+15,****r29@example.org,***.***.****x5352,Jordan *******,"Unit 0549 Box 7758, ************","3558 Cook Drive, *********, ********",20-39
7744983,M08075,"15669878, 15668416",17-12-2012,"Kidney Beans, Banana",Female,Gold,4,847,Cash,Shipped,4.77466E+15,*******y37@example.net,+*-***-***-****x034,Howard *****,"41532 Salazar Causeway, *************, ********","15717 Jones Route Apt. 026, **************, ********",20-39
7744986,M38622,7587491,17-12-2012,Organic Flours,Female,Gold,5,33,PayPal,Delivered,2.07744E+15,*******ril@example.com,(***)***-****x*9709,Robert *******,"16852 White Causeway Suite 633, ************, ********","1194 Scott Islands, *****************, ********",100+
7745005,M32655,"7572305, 7572307, 7569805, 15669805, 15669983",17-12-2012,"Snacky Nuts, Snacks, Snacks, Cashews, Other Dry Fruits",Male,Bronze,4,625,PayPal,Shipped,9.72587E+15,*******y35@example.org,(***)***-2398,Tristan ******,"85639 Tyrone Street Apt. 019, *****************, ********","966 Linda Views Apt. 427, *****************, ********",100+
7745028,M58939,"15668449, 92365162, 7580802, 7569799, 92434096, 15669776, 7587665, 15668467, 15669822, 7572430, 15669887, 7586502, 15669856",16-12-2012,"Exotic Vegetables, Salty Biscuits, Sunflower Oils, Snacks, Other Sweets, Other Pulses, Organic Masalas & Spices, Beans, Other Pulses, Cooking Paste, Maida, Chips, Sugar",Male,Silver,0,892,PayPal,Pending,7.71416E+15,********win@example.org,******8474,Kyle *****,"USNS Johnson, ************","6684 Robert Common, *****************, ********",40-59
7745167,M54100,"15668379, 15669776, 15669817, 7735707, 15669878, 15669976, 15668456, 15668383, 15669857, 15669777",16-12-2012,"Other Vegetables, Other Pulses, Whole Spices, Snacks, Kidney Beans, Almonds, Brinjals, Other Vegetables, Raw Peanuts, Urad Dal",Male,Gold,4,192,PayPal,Delivered,2.91538E+15,*********las@example.com,***-***-****x9127,Keith *****,"39542 Gonzales Square, *********, ********","173 Leach Estate, *************, ********",0-19
7745272,M58761,"15668689, 7621702, 7569801, 15670196, 15669786, 15668459, 15668379, 15668449, 7572303",16-12-2012,"Root Vegetables, Glucose, Marie & Milk Biscuits, Snacks, Organic F&V,Flat Rice, Gourd & Cucumber, Other Vegetables, Exotic Vegetables, Snacks",Female,Bronze,10,641,PayPal,Shipped,2.26363E+15,******y72@example.net,(***)***-****x*0554,Stephen *****,"24614 Jennifer Union Suite 802, ***********, ********","496 Marcus Village Apt. 370, ***************, ********",20-39
7745449,M32039,"15669878, 15668467, 15668381, 15669864, 15668459, 15668378",16-12-2012,"Kidney Beans, Beans, Other Vegetables, Other Pulses, Gourd & Cucumber, Other Vegetables",Male,Bronze,3,359,PayPal,Shipped,1.15171E+15,***ith@example.com,***-***-***-****x5372,Trevor ******,"665 Melinda Shoal, ************, ********","Unit 4933 Box 1988, ************",20-39
7745573,M33064,"15668379, 15669835, 15669812, 15668452, 15668476, 15668468, 15669827, 15668471, 15668466, 15668459, 15669860, 15669832, 15668463",18-12-2012,"Other Vegetables, Raw Rice, Jaggery, Brinjals, Exotic Vegetables, Beans, Kidney Beans, Beans, Root Vegetables, Gourd & Cucumber, Moong Dal, Sugar, Gourd & Cucumber",Female,Gold,8,391,Credit Card,Shipped,7.15199E+15,**********ney@example.com,***-***-****x919,Kevin *********,"19604 George Freeway, *********, ********","5896 Dennis Meadow, ***********, ********",60-79
7745592,M32449,"93052613, 7678784, 15669815, 15669824",18-12-2012,"Diapers & Wipes, Packaged Drinking Water, Jaggery, Raw Rice",Male,Bronze,2,494,PayPal,Delivered,8.20101E+15,******ens@example.org,******5573,Matthew ****,"1054 Jennings Trace, *************, ********","Unit 3799 Box 6605, ************",40-59
7745740,M40184,"15668383, 15668459",18-12-2012,"Other Vegetables, Gourd & Cucumber",Female,Gold,10,35,Cash,Pending,3.16556E+15,***rks@example.org,+*-***-***-****x852,Derrick *******,"990 Thomas Fords, **************, ********","4950 Molly Village, **********, ********",80-99
7746041,M54345,"15669880, 7572303, 15669789, 7610713, 7572312, 7572300, 7630967, 7586497, 7627812, 7630965, 15670144, 92388167, 7547271, 7647103, 7572302, 92380489",18-12-2012,"Millet flour, Snacks, Boiled Rice, Corn Snacks, Snacks, Snacks, Regular Pasta, Snacks, Health Supplements, Regular Pasta, Organic F&V, Snacks, Liquid Soaps & Bars, Whole Spices, Snacks, Vermicelli",Male,Bronze,1,186,Credit Card,Shipped,3.23289E+15,***own@example.com,(***)***-****x804,Martha *******,"80734 Michael Island, ******************, ********","92246 Schultz Haven Suite 991, *************, ********",100+
7746061,M48101,"15669821, 15669868, 15668379, 7575499, 15668688, 7634445, 15669778, 15668542, 7573410, 7587863",17-12-2012,"Whole Spices, Other Pulses, Other Vegetables, Aluminium Foil & Cling Wrap, Root Vegetables, Sunflower Oils, Other Pulses, Buns & Pavs, Mango Juices, Jams & Sauces",Female,Silver,2,386,Credit Card,Shipped,8.47646E+15,*******dez@example.com,***.***.9492,Kimberly *******,"26972 Judith Cape, ***********, ********","USS Tran, ************",40-59
7746143,M56255,"7569805, 7586312, 7569806, 15669878, 7707592",17-12-2012,"Snacks, Snacky Nuts, Snacks, Kidney Beans, Glucose, Marie & Milk Biscuits",Female,Gold,7,545,Credit Card,Pending,7.97415E+15,******son@example.net,+*-***-***-****x*6334,Jennifer ******,"587 John Loop Suite 557, *************, ********","2302 Moran Crossroad, ***********, ********",80-99
7746211,M36702,"15670251, 15669881, 15668688, 15670241, 15668460, 15670250, 15668473",17-12-2012,"Organic F&V, Millet flour, Root Vegetables, Organic F&V, Gourd & Cucumber, Organic F&V, Beans",Male,Bronze,5,398,Cash,Pending,2.72967E+15,*********ill@example.net,******1848,Joshua ********,"724 Shelby Avenue, **********, ********","8569 Robin Station, **********, ********",60-79
7746346,M48154,"15668467, 15668465, 7594817, 15668685, 7586307, 15668688, 7586502, 7569803",17-12-2012,"Beans, Root Vegetables, Instant Noodles, Beans, Chips, Root Vegetables, Chips, Snacks",Male,Bronze,2,494,PayPal,Delivered,7.99367E+15,************rea@example.net,(***)***-****x*1927,Todd ******,"1559 Gregory Corner, **********, ********","USNV Brooks, ************",80-99
7746670,M08075,"15668480, 15668378, 15669860",19-12-2012,"Bread, Other Vegetables, Moong Dal",Female,Gold,4,405,PayPal,Shipped,3.85976E+15,******w02@example.com,******0670,Michael ****,"64399 Poole Neck, ************, ********","46648 Madison Green, **************, ********",20-39
7746881,M54796,"15670157, 15670250, 15670192, 15670241, 15670251",20-12-2012,"Organic F&V, Organic F&V, Organic F&V, Organic F&V, Organic F&V",Male,Bronze,3,902,Credit Card,Delivered,2.01641E+15,***a75@example.com,***-***-8375,Sharon ********,"624 Robert Manor, *********, ********","204 Kristie Alley, *************, ********",60-79
7746898,M99030,"15668459, 15668453, 15668460, 15668468, 15668689, 15668379, 15668383, 15668455, 15668475",20-12-2012,"Gourd & Cucumber, Brinjals, Gourd & Cucumber, Beans, Root Vegetables, Other Vegetables, Other Vegetables, Brinjals, Beans",Male,Bronze,6,90,Credit Card,Delivered,4.54727E+15,***********ows@example.com,***.***.****x*3007,Ashley ****,"1726 Hill Plains, ************, ********","22303 Kimberly Springs Apt. 610, ********, ********",40-59
7747057,M36432,"7573485, 7737419, 7573406, 7573481, 7752948, 92377533",20-12-2012,"Hair Oil, Face Cream, Liquid Soaps & Bars, Hair Oil, Face Cream, Face Packs & Scrubs",Male,Silver,4,788,Cash,Delivered,4.84924E+15,****k41@example.org,***.***.8452,Eugene *******,"8688 Reginald Common Apt. 911, ***********, ********","50063 Huff Greens Apt. 092, *************, ********",40-59
7747069,M42513,"15668379, 15668381, 15668685, 15668520, 15668468, 15668688, 7718555",20-12-2012,"Other Vegetables, Other Vegetables, Beans, Bread, Beans, Root Vegetables, Other Oils",Female,Silver,0,137,PayPal,Shipped,4.02084E+15,****y61@example.com,(***)***-****x2419,Kristie ********,"331 Beard Viaduct Apt. 737, ******************, ********","3402 Dawn Coves Apt. 089, ****************, ********",60-79
7747073,M51278,"93108176, 92380533, 15669778, 15669878, 15669763, 15668416",19-12-2012,"Ready Baking Mixes, Regular Pasta, Other Pulses, Kidney Beans, Other Pulses, Banana",Male,Silver,9,925,PayPal,Shipped,3.44344E+15,****art@example.org,***-***-***-****x7681,Alyssa *****,"037 Jessica Drive, ************, ********","470 Ashley Highway, ***********, ********",80-99
7747173,M46328,"15670248, 15670144, 15669965, 15670251, 15670252, 15670168, 15670163, 15670161, 15668379, 93089115, 15668449, 15670157",19-12-2012,"Organic F&V, Organic F&V, Raisins, Organic F&V, Organic F&V, Organic F&V, Organic F&V, Organic F&V, Other Vegetables, Baking Ingredients, Exotic Vegetables, Organic F&V",Male,Gold,8,501,Cash,Shipped,1.63546E+15,******e72@example.com,+*-***-***-****x2874,Brenda *****,"PSC 8705, ********, ************","195 Salazar Village Suite 301, ***********, ********",20-39
7747183,M33745,"15668473, 15670259, 15670260, 15670250, 15670157, 15670196, 15668476, 15670161, 15670251, 15668470, 15670182, 15670252, 15670192, 15670241, 15670163",19-12-2012,"Beans, Organic F&V, Organic F&V, Organic F&V, Organic F&V, Organic F&V, Exotic Vegetables, Organic F&V, Organic F&V, Beans, Organic F&V, Organic F&V, Organic F&V, Organic F&V, Organic F&V",Male,Silver,8,184,Cash,Shipped,5.3269E+15,****ann@example.com,(***)***-****x*7413,Zachary ******,"479 Lynn Ports, ***********, ********","4318 Scott Rapids, **********, ********",80-99
7747227,M50038,"7620525, 15668595, 15669824, 15668462, 15669880, 7624786, 7586364, 15668688",19-12-2012,"Basmati Rice, Exotic Vegetables, Raw Rice, Gourd & Cucumber, Millet flour, Ghee, Snacks, Root Vegetables",Male,Bronze,8,259,PayPal,Shipped,1.7359E+15,******ith@example.net,******3277,Andrew ********,"321 Hailey Trafficway Suite 466, ***************, ********","6744 Thompson Hollow, *************, ********",40-59
7747270,M56255,15669878,19-12-2012,Kidney Beans,Male,Silver,4,974,Cash,Shipped,7.7528E+15,*****e92@example.net,***.***.****x0130,Todd ******,"72512 Julie Gardens, **************, ********","09282 Pittman Creek Apt. 594, ************, ********",80-99
7747299,M63404,"15668467, 15669764, 15668448, 15668473, 15668383, 15668457, 15668466",19-12-2012,"Beans, Besan, Exotic Vegetables, Beans, Other Vegetables, Brinjals, Root Vegetables",Male,Silver,9,595,PayPal,Delivered,2.32178E+15,*******ant@example.com,***.***.7830,Alexander *****,"06200 Omar Garden, ***********, ********","26918 Melissa Tunnel Apt. 619, **************, ********",20-39
7747796,M50767,"15668462, 7585573, 7541573, 15669977, 15668416, 15670252, 15669303, 15670259, 15670251",21-12-2012,"Gourd & Cucumber, Cakes, Glucose, Marie & Milk Biscuits, Almonds, Banana, Organic F&V, Organic F&V, Organic F&V, Organic F&V",Female,Bronze,6,308,PayPal,Delivered,8.56292E+15,************ael@example.net,***-***-3291,James ******,"49433 Oconnor Islands, *************, ********","Unit 8103 Box 8489, ************",20-39
7747820,M31966,"15668381, 15668379, 15669883, 15668467, 15668451",21-12-2012,"Other Vegetables, Other Vegetables, Rice Flour, Beans, Brinjals",Female,Bronze,3,713,Cash,Shipped,3.88319E+15,**unt@example.org,***-***-***-****x*2497,Timothy ********,"535 Bruce Gardens, ************, ********","657 Garcia Mission Apt. 032, ************, ********",40-59
7747865,M35538,"15670161, 15668468, 15668465, 15669998, 15668452, 15668688, 15669997, 15669776, 15668478, 15668379, 15670260, 92382990",22-12-2012,"Organic F&V, Beans, Root Vegetables, Other Pulses, Brinjals, Root Vegetables, Other Pulses, Other Pulses, Banana, Other Vegetables, Organic F&V, Grooming",Male,Silver,4,546,PayPal,Shipped,3.55545E+15,*********iel@example.com,***.***.8066,Rebecca **********,"1661 Hudson Ridges Apt. 233, ************, ********","3175 Harvey Lights Apt. 659, ***********, ********",60-79
7747956,M55932,"15668379, 15670260, 15670107, 15670192, 7541236, 15668458, 15668687, 15670254, 15668462",22-12-2012,"Other Vegetables, Organic F&V, Other Vegetables, Organic F&V, Yogurt & Lassi, Brinjals, Root Vegetables, Organic F&V, Gourd & Cucumber",Female,Silver,3,365,PayPal,Pending,8.31065E+15,***********ams@example.net,***-***-4608,Taylor ****,"8591 Dodson Flat, *******************, ********","90918 Thomas Pike Apt. 345, ***********, ********",0-19
7748085,M36876,"15668685, 15668452, 15668471, 15668468, 15668378, 15668462, 15670107",22-12-2012,"Beans, Brinjals, Beans, Beans, Other Vegetables, Gourd & Cucumber, Other Vegetables",Male,Bronze,8,757,PayPal,Shipped,7.8169E+15,********ene@example.net,***-***-****x3037,Robert *****,"92451 Wong Brook Suite 324, **********, ********","261 Rebecca Crest Suite 435, **************, ********",80-99
7748257,M32655,"7628086, 15668379, 15669862",21-12-2012,"Basmati Rice, Other Vegetables, Other Pulses",Female,Silver,4,197,Cash,Delivered,3.93144E+15,************ald@example.net,***-***-***-****x*7776,Sara *****,"4618 Tucker Club Suite 277, ***********, ********","8012 Rebecca Row, *********, ********",20-39
7748304,M57093,"7586509, 15668381, 15669865, 7593949, 15669860, 15669776, 15669866, 15669879, 15669772, 7580802, 15669769, 15668689, 15669969, 15669880, 15669832, 15670260, 15669887, 7572240, 15668465, 7572242, 7586497",20-12-2012,"Snacks, Other Vegetables, Other Pulses, Cream Biscuits, Moong Dal, Other Pulses, Other Pulses, Other Pulses, Other Pulses, Sunflower Oils, Other Pulses, Root Vegetables, Cashews, Millet flour, Sugar, Organic F&V, Maida, Instant Noodles, Root Vegetables, Instant Noodles, Snacks",Male,Bronze,4,218,Credit Card,Pending,6.29458E+15,*********ara@example.org,***-***-***-5095,Mary *****,"06356 James Courts Suite 497, **************, ********","5635 Jay Brook, ************, ********",40-59
